SERFF#,Filing Type,Date Submitted,SERFF Status,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection,download_week
SD_AMSI-134200073,Rate/Rule,01/28/2025,Closed-Approved,SD,155,10872,[10872],No objections,No objections,No objections,No objections,2025-02-17
SD_FARM-134406487,Rule,02/11/2025,Closed-Approved,SD,69,21652,"[21652, 21660]",No objections,No objections,No objections,No objections,2025-02-17
SD_SFMA-134399451,Rate/Rule,02/04/2025,Closed-Approved,SD,176,25143,[25143],No objections,No objections,No objections,No objections,2025-02-17
TN_ALSE-134407748,Rate,02/06/2025,Closed-Approved,TN,8,11110,[11110],02/11/2025,Objection_letter1,objection1,"Objection 1           Comments: The Rate/Rule Schedule shows the maximum increase at 7.9%, however the data present in the justification document shows no increases above 5%. Which is correct?",2025-02-17
TN_ALSE-134407748,Rate,02/06/2025,Closed-Approved,TN,8,11110,[11110],02/11/2025,Objection_letter1,objection2,"Objection 2           - Rate Justification for Personal Lines (Supporting Document)           Comments: ""WELCOME FACTOR With this filing, Allstate is modifying the Welcome Factor to improve Allstates competitive position in the marketplace."" What data is this competitive position based on? Please provide any justification for the changes.",2025-02-17
TN_ALSE-134417246,Rate,02/13/2025,Assigned,TN,8,37907,[37907],No objections,No objections,No objections,No objections,2025-02-17
TN_LBPM-134395466,Rate,02/03/2025,Closed-Approved,TN,111,19690,[19690],No objections,No objections,No objections,No objections,2025-02-17
TN_LBPM-134412900,Form,02/11/2025,Closed-Approved,TN,111,24732,"[24732, 24740, 24724]",No objections,No objections,No objections,No objections,2025-02-17
TN_LBPM-134418098,Rate/Rule,02/14/2025,Submitted to State,TN,111,18333,[18333],No objections,No objections,No objections,No objections,2025-02-17
TX_AMSI-133493206,Underwriting Guidelines,08/30/2023,Closed-CL-Closed; No additional info required at this time,TX,155,11059,[11059],02/14/2025,Objection_letter1,objection1,The issues in this filing are being addressed in a subsequent filing - TDI File # S727565 - Condo & S725296 HOH/HOB. TDI will close this filing.,2025-02-17
TX_FAIG-134410989,Rate/Rule,02/11/2025,Submitted to State,TX,69,38067,[38067],No objections,No objections,No objections,No objections,2025-02-17
TX_GMMX-134384898,Underwriting Guidelines,01/21/2025,Pending State Action,TX,8,44369,[44369],02/03/2025,Objection_letter1,objection1,"Objection 1           Comments: The General Information tab says, ""National General Insurance Company is introducing a new Tenant Homeowners program in the state of Texas. This business will be written in Imperial Fire and Casualty Insurance Company.""   In addition, the guidelines refer to actions by National General.  Since Allstate is the group, what is the relationship between ""National General"" and the underwriting company, Imperial Fire and Casualty?   What does it mean that National General will draft premium provide a defense, settle a claim, reject a risk, cancel a policy, etc.?",2025-02-17
TX_GMMX-134385222,Underwriting Guidelines,01/21/2025,Pending State Action,TX,8,44369,[44369],02/03/2025,Objection_letter1,objection1,"Objection 1           Comments: The General Information tab says, ""National General Insurance Company is introducing a new Tenant Homeowners program in the state of Texas. This business will be written in Imperial Fire and Casualty Insurance Company.""   In addition, the guidelines refer to actions by National General.  Since Allstate is the group, what is the relationship between ""National General"" and the underwriting company, Imperial Fire and Casualty?   What does it mean that National General will draft premium provide a defense, settle a claim, reject a risk, cancel a policy, etc.?",2025-02-17
TX_GMMX-134385395,Underwriting Guidelines,01/21/2025,Pending State Action,TX,8,44369,[44369],02/03/2025,Objection_letter1,objection1,"Objection 1           Comments: The General Information tab says, ""National General Insurance Company is introducing a new Tenant Homeowners program in the state of Texas. This business will be written in Imperial Fire and Casualty Insurance Company.""   In addition, the guidelines refer to actions by National General.  Since Allstate is the group, what is the relationship between ""National General"" and the underwriting company, Imperial Fire and Casualty?   What does it mean that National General will draft premium provide a defense, settle a claim, reject a risk, cancel a policy, etc.?",2025-02-17
TX_LBPM-134367641,Endorsement (Amendments),01/02/2025,Pending Industry Response,TX,111,11215,"[11215, 19690]",01/31/2025,Objection_letter1,objection04,"0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: Homeowners Project Name/Number: 24-TX-S-HO-F-MULTI-RFSH-RS1/24-TX-S-HO-F-MULTI-RFSH-RS1 PDF Pipeline for SERFF Tracking Number LBPM-134367641 Generated 02/05/2025 10:31 PM   You mentioned, competitor filings indicate exclusions to cosmetic damage for doors and windows have been approved by the department and specific exceptions were not required. We also see many versions of language that is general, potentially enabling exclusions of such damage without explicit mention. We are happy to review the approved exclusions to cosmetic damage for doors and windows, will you please share those filings with us?",2025-02-17
TX_LBPM-134367641,Endorsement (Amendments),01/02/2025,Pending Industry Response,TX,111,11215,"[11215, 19690]",01/10/2025,Objection_letter2,objection1,"Objection 1           - AMENDATORY ENDORSEMENT — TEXAS, CHO-6548/TXEP , 12/24 (Form)           Comments: The policies includes language that allows replacement cost to be determined at the time of loss or shortly following the loss. Replacement cost coverage is conditioned on completion of repair or replacement, and it is intended to cover the insured for the reasonable cost of that repair or replacement. Please amend the Texas Amendatory to address this language.",2025-02-17
TX_LBPM-134367641,Endorsement (Amendments),01/02/2025,Pending Industry Response,TX,111,11215,"[11215, 19690]",01/10/2025,Objection_letter3,objection2,"At this time we will only allow cosmetic damage exclusions to apply to the roof and siding of the dwelling.  Please remove:  HVAC unit covers, mailboxes, covered parking structures (unless attached), and windows or doors.",2025-02-17
TX_LBPM-134367641,Endorsement (Amendments),01/02/2025,Pending Industry Response,TX,111,11215,"[11215, 19690]",01/10/2025,Objection_letter3,objection3,We require an explicit exception for windows and doors.  They have an inherent cosmetic purpose and it is also a safety issue for these items to be repaired or replaced.,2025-02-17
TX_LBPM-134367641,Endorsement (Amendments),01/02/2025,Pending Industry Response,TX,111,11215,"[11215, 19690]",01/10/2025,Objection_letter3,objection4,Forms must have a Flesch score of at least 40.  Please ensure that the revisions allow the score to meet this minimum score (cosmetic loss or damage exclusion only).,2025-02-17
TX_LBPM-134367641,Endorsement (Amendments),01/02/2025,Pending Industry Response,TX,111,11215,"[11215, 19690]",01/10/2025,Objection_letter3,objection5,"We require a disclosure to highlight to the insured that the policy includes a cosmetic damage exclusion.  A disclosure was filed in S723928, but it only applies to Safeco.  Please attach a copy of the disclosure in this filing so it can also be used for American Economy.",2025-02-17
TX_LBPM-134367641,Endorsement (Amendments),01/02/2025,Pending Industry Response,TX,111,11215,"[11215, 19690]",01/07/2025,Objection_letter4,objection1,"Please respond by the next business day.      Objection 1           - Explanatory Memorandum (Supporting Document)           Comments: Thank you for your response. Please amend your Form Filing Summary of Changes document in the Supporting Documents tab to show the correct Replaced Forms. The Replaced Forms shown on your Form Filing Summary of Changes document do not match the replaced form numbers shown on the filings you are replacing. CHO-6548/TXEP 12/24 and CHO-6548/TXEP 10/24 are not the same. HOM-7236/TXEP 12/24 and HOM-7236/TXEP 10/24 are not the same. Otherwise, provide an explanation.",2025-02-17
TX_LBPM-134367641,Endorsement (Amendments),01/02/2025,Pending Industry Response,TX,111,11215,"[11215, 19690]",01/06/2025,Objection_letter5,objection1,Objection 1           - Explanatory Memorandum (Supporting Document)           Comments: Please amend the Explanatory Memorandum to remove or show the correct Company tracking number. Company tracking number 24-TX-S-HO-F-HMR2-RFSH-RS1 contains a typographical error. We are not able to locate a filing using this number.,2025-02-17
